question,short,answer_categories,branch
"Bitte geben Sie für jede der folgenden Aussagen an, inwieweit Sie ihr zustimmen oder nicht zustimmen können. [... es mir mehr Kontrolle über meinen Tagesablauf gibt, da ich dadurch Verkehrs- und Parkplatzprobleme vermeiden kann.]",pn_time_traffic,de_agree,norms
"Bitte geben Sie an, wie sehr Sie jeder der folgenden Aussagen zustimmen oder nicht zustimmen. [... ich besseren Zugang zu gemeinsamen Fahrrädern oder Rollern hätte.]",pbc_shared,de_agree,norms
"Bitte geben Sie an, wie sehr Sie jeder der folgenden Aussagen zustimmen oder nicht zustimmen. [... es einfacher wäre, praktische Informationen über Fuß- und Radwege, Pfade und Dienstleistungen in der Stadt zu finden.]",pbc_info,de_agree,norms
"Bitte geben Sie an, wie sehr Sie jeder der folgenden Aussagen zustimmen oder nicht zustimmen. [... es sicherere Rad- und Fußgängerwege gäbe.]",pbc_safety,de_agree,norms
"Bitte geben Sie an, wie sehr Sie jeder der folgenden Aussagen zustimmen oder nicht zustimmen. [... der Besitz bzw. die Nutzung eines Autos weniger erschwinglich oder praktisch geworden ist, z. B. aufgrund von hohen Kraftstoffkosten, Parkgebühren oder Verkehrsbeschränkungen.]",pbc_affordable,de_agree,norms
"Bitte geben Sie an, wie sehr Sie jeder der folgenden Aussagen zustimmen oder nicht zustimmen. [... es stärkere Priorisierungsmaßnahmen für Radfahrer und Fußgänger in der Stadt gäbe, einschließlich reduzierter Parkplätze, schmalerer Autospuren, breiterer Radwege und erweiterter Fußgängerzonen.]",pbc_prioritization,de_agree,norms
"Bitte geben Sie an, wie sehr Sie jeder der folgenden Aussagen zustimmen oder nicht zustimmen. [... ich mich von meiner Gemeinschaft mehr unterstützt fühlen würde.]",pbc_community,de_agree,norms
"Bitte geben Sie an, wie sehr Sie jeder der folgenden Aussagen zustimmen oder nicht zustimmen. [... meine Strecke mehr Grünflächen und Rastplätze hätte.]",pbc_green,de_agree,norms
"Bitte geben Sie an, wie sehr Sie jeder der folgenden Aussagen zustimmen oder nicht zustimmen. [... die Luftqualität in meiner Stadt besser wäre.]",pbc_air,de_agree,norms
Mit welcher Geschlechtsidentität identifizieren Sie sich am meisten?,gender,de_gender,general
Wie alt sind Sie?,age,de_age,general
Wie hoch ist Ihr Bildungsniveau?,education,de_educ,general
Welche der folgenden Angaben beschreibt Ihren Haushalt am besten?,household,de_household,general
Wie ist Ihr derzeitiger Beschäftigungsstatus?,employment,de_employment,general
"Wie hoch ist Ihr ungefähres monatliches Haushaltsnettoeinkommen (nach Abzug der Steuern) in Euro? Falls erforderlich, können Sie den Betrag mit Hilfe eines Währungsumrechner schätzen.",income,de_income,general
"Haben Sie weitere Anmerkungen, Gedanken oder Feedback, das Sie uns mitteilen möchten?",NA,NA,general
Which city do you live in?,city,cities,no
What district do you live in?,vienna_district,V_dist,no
Please indicate your main street name (optional)..1,vienna_street,NA,no
What district do you live in? .1,graz_district,G_dist,no
Please indicate your main street name (optional)..2,graz_street,NA,no
Please provide the name of the country you live in.,country,NA,no
Please provide the name of the city you live in.,city_other,NA,no
Please provide the district number or ZIP code of your residence.,zip_other,NA,no
Please indicate your main street name (optional).,other_street,NA,no
"On average, how many times per week do you usually go out for each of the following activities? [Commuting to work, school, or university]",freq_work,freq,no
"On average, how many times per week do you usually go out for each of the following activities? [Accessing services (e.g., grocery shopping, sports or medical centers)]",freq_services,freq,no
"On average, how many times per week do you usually go out for each of the following activities? [For leisure activities (e.g., meeting with friends and family, exercising)]",freq_leisure,freq,no
"If you engage in other activities that do not fit into the categories above, please specify them and indicate their frequency per week.",freq_oth,NA,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Walking]",duration_work_walk,duration,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Public transport (e.g., bus, tram, metro)]",duration_work_pt,duration,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Conventional (petrol/diesel) or hybrid private car]",duration_work_ice,duration,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Fully electric private car]",duration_work_ev,duration,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Taxi or ride-hailing services (e.g., Uber, Bolt)]",duration_work_taxi,duration,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Car sharing services]",duration_work_carsh,duration,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Motorcycles or Vespa]",duration_work_motor,duration,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Own bicycle]",duration_work_bike,duration,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Own electric bicycle (e-bike)]",duration_work_ebike,duration,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Bike sharing services]",duration_work_bikesh,duration,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Own scooter]",duration_work_scooter,duration,no
"Please indicate the average duration of time you spend commuting to work, school, or university using each of the following transportation modes. [Scooter sharing services]",duration_work_scootersh,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Walking]",duration_services_walk,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Public transport (e.g., bus, tram, metro)]",duration_services_pt,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Conventional (petrol/diesel) or hybrid private car]",duration_services_ice,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Fully electric private car]",duration_services_ev,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Taxi or ride-hailing services (e.g., Uber, Bolt)]",duration_services_taxi,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Car sharing services]",duration_services_carsh,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Motorcycles or Vespa]",duration_services_motor,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Own bicycle]",duration_services_bike,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Own electric bicycle (e-bike)]",duration_services_ebike,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Bike sharing services]",duration_services_bikesh,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Own scooter]",duration_services_scooter,duration,no
"Please indicate the average duration of time you spend travelling to access services (e.g., grocery shopping, medical centers) using each of the following transportation modes. [Scooter sharing services]",duration_services_scootersh,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Walking]",duration_leisure_walk,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Public transport (e.g., bus, tram, metro)]",duration_leisure_pt,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Conventional (petrol/diesel) or hybrid private car]",duration_leisure_ice,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Fully electric private car]",duration_leisure_ev,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Taxi or ride-hailing services (e.g., Uber, Bolt)]",duration_leisure_taxi,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Car sharing services]",duration_leisure_carsh,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Motorcycles or Vespa]",duration_leisure_motor,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Own bicycle]",duration_leisure_bike,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Own electric bicycle (e-bike)]",duration_leisure_ebike,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Bike sharing services]",duration_leisure_bikesh,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Own scooter]",duration_leisure_scooter,duration,no
"Please indicate the average amount of time you spend travelling for leisure purposes (including meeting up with friends and family, exercising) using the following transportation modes. [Scooter sharing services]",duration_leisure_scootersh,duration,no
How often do you choose to engage in active mobility (walking or cycling)?,freq_activemob,freq,no
What are the main reasons that prevent you from choosing cycling or walking as your mode of transportation? [Distance (the destination is too far away)],prevent_distance,importance,never
What are the main reasons that prevent you from choosing cycling or walking as your mode of transportation? [Lack of safe walking/ cycling paths],prevent_safety,importance,never
What are the main reasons that prevent you from choosing cycling or walking as your mode of transportation? [Time constraints],prevent_time,importance,never
What are the main reasons that prevent you from choosing cycling or walking as your mode of transportation? [Weather conditions],prevent_weather,importance,never
What are the main reasons that prevent you from choosing cycling or walking as your mode of transportation? [Health or physical limitations],prevent_physical,importance,never
"What are the main reasons that prevent you from choosing cycling or walking as your mode of transportation? [Inconvenience (e.g., carrying groceries, belongings)]",prevent_inconvenience,importance,never
What are the main reasons that prevent you from choosing cycling or walking as your mode of transportation? [Lack of knowledge about walking or cycling routes and signs],prevent_knowledge,importance,never
"What are the main reasons that prevent you from choosing cycling or walking as your mode of transportation? [Lack of amenities (e.g., bike racks, lighting, rest areas)]",prevent_amenities,importance,never
What are the main reasons that prevent you from choosing cycling or walking as your mode of transportation? [Air pollution or environmental conditions],prevent_pollution,importance,never
Please specify any additional factors that prevent you from cycling or walking and indicate their level of importance.,prevent_other,NA,never
"What improvements or changes would encourage you to engage in active mobility more frequently? [Traffic calming (e.g., 20km/h zones, one-way traffic)]",improve_calming,agree,never
"What improvements or changes would encourage you to engage in active mobility more frequently? [Improved safety (e.g., better lighting)]",improve_safety,agree,never
What improvements or changes would encourage you to engage in active mobility more frequently? [Protected bike lanes],improve_protectedbl,agree,never
What improvements or changes would encourage you to engage in active mobility more frequently? [Pedestrian zones (car-free zones)],improve_pedestrianz,agree,never
What improvements or changes would encourage you to engage in active mobility more frequently? [Wider sidewalks],improve_sidewalk,agree,never
What improvements or changes would encourage you to engage in active mobility more frequently? [Smart traffic lights that turn green when a cyclist approaches the junction],improve_connection,agree,never
What improvements or changes would encourage you to engage in active mobility more frequently? [Less car parking spaces],improve_parking,agree,never
What improvements or changes would encourage you to engage in active mobility more frequently? [Access to services and necessities in the neighborhood],improve_sercvices,agree,never
"What improvements or changes would encourage you to engage in active mobility more frequently? [Parks, green routes (e.g., tree-lined avenues, greenways, park corridors, nature trails)]",improve_green,agree,never
"What improvements or changes would encourage you to engage in active mobility more frequently? [Better amenities (e.g., bike racks, rest areas)]",improve_amenities,agree,never
"What improvements or changes would encourage you to engage in active mobility more frequently? [Improved access to shared micromobility services (e.g., more docking stations, bike-sharing points, e-scooter stations, and better business plans/apps)]",improve_shared,agree,never
What improvements or changes would encourage you to engage in active mobility more frequently? [Improved water management to prevent street flooding and puddles],improve_water,agree,never
What improvements or changes would encourage you to engage in active mobility more frequently? [Improved air quality],improve_air,agree,never
What improvements or changes would encourage you to engage in active mobility more frequently? [Enhanced signage and information],improve_info,agree,never
Please specify any additional improvements or changes that would encourage you to use active mobility more frequently and indicate their level of importance.,improve_other,NA,never
How likely are you to switch to active mobility if improvements are made to the infrastructure and services (such as those mentioned in the previous question)?,switch_improve,likeliness,never
"What is your priority when deciding your route for cycling and walking? [Green routes (e.g., tree-lined avenues, Greenways, park corridors, nature trails)]",priority_green,importance,always
"What is your priority when deciding your route for cycling and walking? [Safety (e.g., low-traffic, secure bike lanes/pedestrian paths, well-lit)]",priority_safety,importance,always
"What is your priority when deciding your route for cycling and walking? [Scenic or pleasant environment (e.g., pleasant surroundings and scenery such as historic areas, parks, riverside paths, or green trails)]",priority_scenic,importance,always
What is your priority when deciding your route for cycling and walking? [Shortest distance],priority_distance,importance,always
What is your priority when deciding your route for cycling and walking? [Fastest travel time],priority_time,importance,always
"What is your priority when deciding your route for cycling and walking? [Access to services and amenities (e.g., public transport, shops, rest areas)]",priority_amenities,importance,always
What would you consider the most valuable desired outcomes of choosing walking and cycling as a daily mode of transportation? [Improved health and fitness],outcome_health,agree,always
What would you consider the most valuable desired outcomes of choosing walking and cycling as a daily mode of transportation? [Lower climate and environmental impact],outcome_environment,agree,always
What would you consider the most valuable desired outcomes of choosing walking and cycling as a daily mode of transportation? [Cost saving],outcome_cost,agree,always
What would you consider the most valuable desired outcomes of choosing walking and cycling as a daily mode of transportation? [Convenience and time efficiency],outcome_comforttime,agree,always
What would you consider the most valuable desired outcomes of choosing walking and cycling as a daily mode of transportation? [Enhanced wellbeing and mental health],outcome_wellbeing,agree,always
"What would you consider the most valuable desired outcomes of choosing walking and cycling as a daily mode of transportation? [Increased social interaction or community engagement, and social cohesion]",outcome_social,agree,always
What would you consider the most valuable desired outcomes of choosing walking and cycling as a daily mode of transportation? [Reduced traffic congestion],outcome_congestion,agree,always
Please specify any other measures you consider to be the most valuable outcomes of choosing walking and cycling as your daily mode of transportation and indicate their level of importance.,outcome_other,NA,always
"What improvements or changes would encourage you to engage in active mobility more frequently? [Traffic calming (e.g., 20km/h zones, one-way traffic)].1",improve_calming,agree,always
"What improvements or changes would encourage you to engage in active mobility more frequently? [Improved safety (e.g., better lighting)].1",improve_safety,agree,always
What improvements or changes would encourage you to engage in active mobility more frequently? [Protected bike lanes].1,improve_protectedbl,agree,always
What improvements or changes would encourage you to engage in active mobility more frequently? [Pedestrian zones (car-free zones)].1,improve_pedestrianz,agree,always
What improvements or changes would encourage you to engage in active mobility more frequently? [Wider sidewalks].1,improve_sidewalk,agree,always
What improvements or changes would encourage you to engage in active mobility more frequently? [Smart traffic lights that turn green when a cyclist approaches the junction].1,improve_connection,agree,always
What improvements or changes would encourage you to engage in active mobility more frequently? [Less parking spaces],improve_parking,agree,always
What improvements or changes would encourage you to engage in active mobility more frequently? [Access to services and necessities in the neighborhood].1,improve_sercvices,agree,always
"What improvements or changes would encourage you to engage in active mobility more frequently? [Parks, green routes (e.g., tree-lined avenues, greenways, park corridors, nature trails)].1",improve_green,agree,always
"What improvements or changes would encourage you to engage in active mobility more frequently? [Better amenities (e.g., bike racks, rest areas)].1",improve_amenities,agree,always
"What improvements or changes would encourage you to engage in active mobility more frequently? [Improved access to shared micromobility services (e.g., more docking stations, bike-sharing points, e-scooter stations, and better business plans/apps)].1",improve_shared,agree,always
What improvements or changes would encourage you to engage in active mobility more frequently? [Improved water management to prevent street flooding and puddles].1,improve_water,agree,always
What improvements or changes would encourage you to engage in active mobility more frequently? [Improved air quality].1,improve_air,agree,always
What improvements or changes would encourage you to engage in active mobility more frequently? [Enhanced signage and information].1,improve_info,agree,always
How would you rate the current state of active mobility infrastructure in your district/neighborhood?,state_district,state,always
How would you rate the current state of active mobility infrastructure in your city?,state_city,state,always
"If improvements are made to active mobility infrastructure and services, how likely are you to increase your walking and cycling?",switch_improve_freq,likeliness,always
"For each statement below, please select to what extent you agree with them. [Climate change is driving an increase in the frequency and intensity of extreme weather events.]",kn_env_climate,agree,norms
"For each statement below, please select to what extent you agree with them. [Without immediate climate action to reduce emissions, we will exceed critical limits, making it much harder to prevent severe impacts from global warming.]",kn_env_action,agree,norms
"For each statement below, please select to what extent you agree with them. [Every time we use (petrol/diesel-based) cars, we contribute to the acceleration of climate change because of the emissions emitted.]",kn_subj_car,agree,norms
"For each statement below, please select to what extent you agree with them. [Active mobility helps reduce air pollution and greenhouse gas emissions.]",kn_actm_air,agree,norms
"For each statement below, please select to what extent you agree with them. [Cities with better walking and cycling infrastructure often see improved public health outcomes.]",kn_actm_health,agree,norms
"For each statement below, please select to what extent you agree with them. [Personally, I feel responsible for climate change.]",aw_env_climate,agree,norms
"For each statement below, please select to what extent you agree with them. [The future of our planet depends on today’s choices; protecting nature and reducing our climate impact is a responsibility we owe to ourselves and future generations.]",aw_env_future,agree,norms
"For each statement below, please select to what extent you agree with them. [I feel good when using eco-friendly transportation mode.]",aw_subj_ecotrans,agree,norms
"For each statement below, please select to what extent you agree with them. [The transportation mode I choose has a significant impact on the environment and climate change.]",aw_subj_transmode,agree,norms
"For each statement below, please select to what extent you agree with them. [Physical exercise, such as walking and cycling is essential for my health.]",kn_subj_exercise,agree,norms
"For each statement below, please select to what extent you agree with them. [The poor air quality in my city certainly has negative effects on my health.]",kn_health_air,agree,norms
"For each statement below, please select to what extent you agree with them. [I find it easy to understand health warnings and the climate change impacts of my mobility behaviors in the city.]",kn_health_warnings,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [... it allows me to reduce my impact on climate change.]",pn_eco_climate,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [... I respect nature, and I want to live in unity with nature.]",pn_eco_nature,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [... I want to protect the climate and nature.]",pn_eco_protect,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [... it involves more physical activity and is good for my health.]",pn_health_activity,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [… it promotes a healthier, more active lifestyle.]",pn_health_lifestlye,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [... it improves my mental well-being.]",pn_health_wellbeing,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [… it improves social interaction and strengthens community cohesion.]",pn_general_social,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [… it contributes to a quieter, cleaner, and more pleasant urban environment.]",pn_general_urbanenv,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [… is considered a positive and responsible behavior by my peers.]",sn_peers,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [… is supported/encouraged by my community.]",sn_community,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [... it is something that most of my family and friends do.]",sn_friends,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [... it is something that most of my colleagues do.]",sn_colleagues,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [... it is something that most of my neighbors do.]",sn_neighbors,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [... it is something that most of the people in my city do.]",sn_city,agree,norms
"For each statement below, please indicate the extent to which you agree or disagree with it. [… it gives me more control over my daily schedule by avoiding traffic and parking issues.]",pn_time_traffic,agree,norms
Please indicate how much you agree or disagree with each of the following statements. [… I had better access to shared bikes or scooters.],pbc_shared,agree,norms
"Please indicate how much you agree or disagree with each of the following statements. [… it was easier to find practical information about walking and cycling routes, paths, and services in the city.]",pbc_info,agree,norms
Please indicate how much you agree or disagree with each of the following statements. [… there were safer bike lanes and pedestrian paths.],pbc_safety,agree,norms
"Please indicate how much you agree or disagree with each of the following statements. [… owning/using a car became less affordable or practical, e.g., due to high fuel costs, parking fees, or traffic restrictions.]",pbc_affordable,agree,norms
"Please indicate how much you agree or disagree with each of the following statements. [… there were stronger prioritization measures for cyclists and pedestrians in the city, including reduced parking spaces, narrower car lanes, wider cycling paths, and expanded pedestrian zones.]",pbc_prioritization,agree,norms
Please indicate how much you agree or disagree with each of the following statements. [… I felt more supported by my community],pbc_community,agree,norms
Please indicate how much you agree or disagree with each of the following statements. [… my route had more green spaces and resting areas.],pbc_green,agree,norms
Please indicate how much you agree or disagree with each of the following statements. [… the air quality in my city was better.],pbc_air,agree,norms
To which gender identity do you most identify?,gender,gender,general
How old are you?,age,age,general
What is your level of education?,education,educ,general
Which of the following best describes your household?,household,household,general
What is your current employment status?,employment,employment,general
"What is your approximate monthly net household income (after tax) in Euros? If needed, you may use a currency conversion tool to estimate the amount.",income,income,general
"Do you have any additional comments, thoughts, or feedback you would like to share?",NA,NA,general
